response_id,recorded_datetime,status,progress,is_finished,duration,id,snippet,idx_match
R_1GZJCoftfNV96Jn,2020-09-18 11:27:59,Survey Preview,100,True,155,900,Novel missense mutation in the caveolin-3 gene in a Belgian family with rippling mu,True
R_1GZJCoftfNV96Jn,2020-09-18 11:27:59,Survey Preview,100,True,155,900,cle disease.,True
R_1GZJCoftfNV96Jn,2020-09-18 11:27:59,Survey Preview,100,True,155,3065,25% chance of Parkinson's disease,False
R_1GZJCoftfNV96Jn,2020-09-18 11:27:59,Survey Preview,100,True,155,3065, in their lifetime,False
R_1meFBGiOv6vrML9,2020-09-18 11:30:23,IP Address,100,True,8152,3937,PKHD,True
R_2U5EdZFh1JIUPyI,2020-09-18 11:34:10,Survey Preview,100,True,71,1100,isrs12190,True
R_2U5EdZFh1JIUPyI,2020-09-18 11:34:10,Survey Preview,100,True,71,385,y be related to longevity. One study found that Ashkenazi who lived to ,True
R_2U5EdZFh1JIUPyI,2020-09-18 11:34:10,Survey Preview,100,True,71,248, or W278X)This recessively inherited mutation is considered the most com,True
R_2U5EdZFh1JIUPyI,2020-09-18 11:34:10,Survey Preview,100,True,71,4820,reased (or decreased) risk for Alzheimer's disease in a study of 1,True
R_2U5EdZFh1JIUPyI,2020-09-18 11:34:10,Survey Preview,100,True,71,2168,endence. Polymorphisms in the glutamate decarboxylase 1 gene associated with,True
R_2U5EdZFh1JIUPyI,2020-09-18 11:34:10,Survey Preview,100,True,71,1104,Cystic fibrosis,True
R_2U5EdZFh1JIUPyI,2020-09-18 11:34:10,Survey Preview,100,True,71,1104,(CF),True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,3215,methylation,True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,3215,colorectal cancer,True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,2047,Friedreich's ataxia,True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,2725,herpes,True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,2725,schizophrenia,True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,2725,herpes simplex virus 1,True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,2725,schizophrenia,True
R_1Qhc1M7zHVs3uBm,2020-09-18 11:45:10,Survey Preview,100,True,218,4247,==Other diseases==,False
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,276,hereditary fructosuria,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1814,Factor XI Deficiency,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4837,associated with non-obstructive azoospermia,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5363,Von Willebrand disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3819,Rhizomelic Chondrodysplasia Punctata Type 1,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5079,familial hypertrophic cardiomyopathy,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2979,"epidermolysis bullosa, junctional,",True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2979,Herlitz type,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2310,gene variant associated with deafness,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1809,breast cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,948,Alzheimer's disease associated,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1723,susceptibility to vitiligo in a Korean population,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2705,Primary biliary cirrhosis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4321,multiple sclerosis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2743,severity of knee osteoarthritis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3873,autosomal dominant polycystic kidney disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3596,multiple measures of blood pressure,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5352,Pontocerebellar hypoplasia type 2E,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,568, testicular cance,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3049,OMIM pathogenic,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,986,pathogenic rare mutation for hereditary diffuse gastric cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5266,pathogenic for familial hemophagocytic lymphohistiocytosis (HLH),True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,990,pathogenic rare mutation for hereditary diffuse gastric cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4841,1.46 times higher odds of primary biliary cirrhosis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4776,eastern Indian attention deficit hyperactivity disorder,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,741,pathogenic for breast cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5284,visual impairment in Usher syndrome 1b and Usher syndrome 2a,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,772,pathogenic for breast cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,112,diamine oxidase serum activities,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,112,lower DAO mRNA expressio,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,112,reduced DAO activity,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5320,smaller hippocampal volumes,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1131,"condition not specified, but based on similar mutations also in the CHAMP1 gene, likely to be a form of autosomal dominant mental retardation",True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1808,associated with longevity,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4011,increase risk for colorectal cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2556,associated with slightly (~30%) higher risk for azoospermia (lack of sperm) and thus male infertility in both Chinese and Japanese men,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3577,increased circulating natriuretic peptide and thus lower blood pressure,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,304,pathogenic for the infantile form of hypophosphatasia,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4797,thinking cilantro tastes like soap,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2267,late-onset noninsulin-dependent diabetes,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2627,Schwartz Jampel syndrome type 1 and Lethal Kniest-like syndrome,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3116,lower frequency of restless legs syndrome,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3116,ommon sleep disorder,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3239,lumbar disc disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3017,lipoyltransferase 1 deficiency,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5311,prostate cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1145,risk of coronary heart disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1145,plasma concentration,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1145,circulating YKL-40 levels,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1145,not with angiographic coronary artery disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4250,rheumatoid arthritis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4250,rheumatoid arthritis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,567,slightly lower (0.8-0.87x) risk for adult ADHD,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2919,sickle cell anemia,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2919,risk for priapism,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,748,breast cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2872,cardiac arrhythmias,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4854,ovarian cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3236,smoking,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3143,red hair,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3143,low tanning,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,4484,chronic obstructive pulmonary disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1232,cannabis dependence,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1232,longest gaze duration for happy faces,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1232,gaze duration for happy faces,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,713,breast cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2467,haematological characterization of beta-thalassaemia major,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3948,greater risk for gastric cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3948,stomach cancer,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2200,Duarte galactosemia,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,935,recurrent venous thromboembolism,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1612,neonatal hyperbilirubinemia,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,1612,endometrial cancer risk,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3245,increased risk for Achilles tendinopathy,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2640,modest effect on depression severity,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2640,risk for rheumatoid arthritis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2640,quantitative traits in panic disorder,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3975,alcoholic liver disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3975,alcoholic cirrhosis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,3010,coronary artery disease,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2750,ulcerative colitis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,2750,ulcerative colitis,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,5035,asthma,True
R_3nDf3Fl9mgsPaJu,2020-09-21 09:18:03,IP Address,100,True,1487,450,polypoidal choroidal vasculopathy,False
